id,sentence,e1_pos,e2_pos,relation,label
7016,the ragtag cast evinces as much harmony as a clutter of alley cats in your backyard,9,12,"Member-Collection(e2,e1)",16
7017,"in 2006 , the international astronomical union officially adopted a resolution defining planets within the solar system",10,12,"Message-Topic(e1,e2)",1
7018,the continent has sunk into deep economic abyss,1,7,Other,0
7019,"meanwhile , the speech pointed out that the scientific innovation is the only way to develop",3,9,"Message-Topic(e1,e2)",1
7020,"for years , adventurers from across the prime realms have journeyed into those dark depths seeking glory and wealth",3,14,"Entity-Destination(e1,e2)",7
7021,fig 1 is a front perspective view of a pants pocket showing my new design,10,11,"Component-Whole(e2,e1)",12
7022,investigations are under way to establish the identity of human remains found by police in woodland in surrey,0,7,Other,0
7023,the house has postponed the vote to tomorrow,5,7,"Entity-Destination(e1,e2)",7
7024,the majority of tree feeder roots are located in the top four to eight inches of soil,3,5,"Component-Whole(e2,e1)",12
7025,the gas is blown into the molten metal through a gas blast nozzle in a refining furnace,1,7,"Entity-Destination(e1,e2)",7
7026,the hole has been caused by the accumulation of dust into planets like earth,1,7,"Cause-Effect(e2,e1)",10
7027,i managed to squeeze decent photos out of an iphone,5,9,Other,0
7028,sigmoid colon diverticulitis is the most common cause of acute pain in the left lower abdomen in older adults,2,10,"Cause-Effect(e1,e2)",9
7029,the relative calm produced by the shia ceasefire has coincided with what the cia is now calling the `` near strategic defeat '' of al qaeda in iraq,2,7,"Cause-Effect(e1,e2)",9
7030,the president surprised world leaders with a joke about his poor record on the environment as he left the g8 summit in japan,1,7,"Product-Producer(e2,e1)",4
7031,"i am a semi professional myself and i also have a small hug of teddy bears , but the photos that marc hoberman made of these bears are really fantastic",11,13,"Member-Collection(e2,e1)",16
7032,"the auction started at the ungodly hour of 10 am , which i 'm guessing ensures no one will show up after hitting the bars and bid drunk",1,6,Other,0
7033,"we are aware that acne or pimples are caused by hormonal imbalance , improper skin care or bad eating habits",4,10,"Cause-Effect(e2,e1)",10
7034,in march 1997 a scientific conference was held on the topic of prevention and health promotion,5,12,"Message-Topic(e1,e2)",1
7035,"by contrast , the robot lets the operator just queue raw stock and walk away , returning later to pick up completed parts in the unload queue",4,7,"Instrument-Agency(e1,e2)",5
7036,a suitcase with a bomb in it is carried around,1,4,"Content-Container(e2,e1)",18
7037,my grandmother is beautiful too but she has a lot of wrinkles from the sun,11,14,"Cause-Effect(e2,e1)",10
7038,"originally , the buttonhole accommodated a button sewn to the underside of the opposite lapel , thus allowing a man to button all the way up in brisk weather",3,6,Other,0
7039,britain 's oldest surviving human brain was discovered inside a decapitated skull placed in a small pit near york,5,11,"Content-Container(e1,e2)",17
7040,"he established a new administrative system , sent a regiment of regular troops which quelled the lroquois , and then invested vast sums in economicdevelopment , establishing new industries such as lumbering and shipbuilding and subsidizing the immigration of skilled and unskilled labor , and marriageable girls for the superfluity of bachelors",49,51,Other,0
7041,you store the information in the variable in your source code,3,6,Other,0
7042,the eight part serial was a historical drama set in ancient egypt and charted the ruling dynasty of the cleopatras,2,15,"Message-Topic(e1,e2)",1
7043,the device operates as follows the flowing medium presses against the paddle of the kobold flow switch,12,17,"Component-Whole(e1,e2)",11
7044,the republican party of pennsylvania has a strong slate of endorsed judicial candidates running for statewide office,8,12,"Member-Collection(e2,e1)",16
7045,the confrontation between martyn and liz earlier ended with a struggle that resulted in martyn 's drowning,10,16,"Cause-Effect(e1,e2)",9
7046,his scepticism in regard to the liberal reforms of the sixties made him very unpopular among the more progressive writers of that time,1,6,Other,0
7047,the researcher started the slide show with a blue slide showing an overview of all episodes of the task and left the adolescent alone,1,9,"Instrument-Agency(e2,e1)",6
7048,he noticed that this black substance was also on the lid of the cracked stone casing,10,15,"Component-Whole(e1,e2)",11
7049,"the lancet study already demonstrated that , as of july 2006 , the deaths caused by the u s invasion of iraq rivaled the death toll of the 1994 rwandan genocide",13,18,"Cause-Effect(e2,e1)",10
7050,characters native to the african continent have been depicted in comics since the beginnings of the modern comic strip,0,10,"Message-Topic(e2,e1)",2
7051,the two pillars of the temple reinforce the theme of polarity,2,5,"Component-Whole(e1,e2)",11
7052,the letter was in a chest downstairs in the kitchen area,1,5,"Content-Container(e1,e2)",17
7053,this comment refers to the author 's reply,5,7,"Product-Producer(e2,e1)",4
7054,we sent the string to the webserver,3,6,"Entity-Destination(e1,e2)",7
7055,a 3 year old boy sustains a chemical burn after the spilling of bleach onto his lower extremities,6,9,"Cause-Effect(e2,e1)",10
7056,"in the fifties , they developed a technique for treating blood with ozone called 'major autohemotherapy '",7,12,Other,0
7057,"from 1972 through 2000 , cassioli 's design \( or a slight modification \) remained on the obverse with a custom design by the host city on the reverse",21,25,"Product-Producer(e1,e2)",3
7058,"here at flamingo gardens we are proud to have the most prolific romp of river otters in the world , and romp they do",12,15,"Member-Collection(e2,e1)",16
7059,a writer who lives in salt lake city has recently completed a memoir about her experiences as a mormon missionary,1,12,"Product-Producer(e2,e1)",4
7060,this `` miller 's dozen '' as i 'm calling our troubling of 11 goldfish was thought to have dwindled to only 5 or 6 by as soon as the first morning after their purchase,11,14,"Member-Collection(e2,e1)",16
7061,"the farm takes on the raffle of turkeys in july , when they 're just one day old , until they 're slaughtered in december",5,7,"Member-Collection(e2,e1)",16
7062,"in the poem , the author develops the metaphysical issues raised in a riddle and canto",2,5,"Product-Producer(e1,e2)",3
7063,i get severe headaches and dizziness from colas and drinks with nutrasweet \( aspartame \) and splenda \( sucralose \),5,9,"Cause-Effect(e2,e1)",10
7064,the armed men tore down the rear wall using a sledgehammer and used a bolt cutter to destroy the detention locks,2,10,"Instrument-Agency(e2,e1)",6
7065,they have thrown mankind into deeper bondage than ever,3,6,Other,0
7066,the longest hairs that make the tip of the brush all have the same length and stay evenly together,2,9,"Component-Whole(e1,e2)",11
7067,voters passed on messages to members of the congress by email,3,5,"Entity-Destination(e1,e2)",7
7068,"hermione just shook her head and drank her mango nectar , laughing a little",8,9,"Entity-Origin(e2,e1)",14
7069,"the plot evokes old school space opera with its whirlwind pace , immense scope and twist ending , but cutting edge extrapolation breathes vivid life into this universe of scoundrels , heroes and romantics",25,27,"Member-Collection(e2,e1)",16
7070,"before attacking the walthers kit with a razor saw , however , let 's take care of some other important layout details",4,8,Other,0
7071,a copy was sent to your e mail address,1,6,"Entity-Destination(e1,e2)",7
7072,they were sailing the ship away from the harbour laughing and cheering,4,8,"Entity-Origin(e1,e2)",13
7073,at least 140000 homeowners have fallen into negative equity,3,8,Other,0
7074,the whole thing was cleaned up by the mechanic with a high pressure hose,8,13,"Instrument-Agency(e2,e1)",6
7075,all parties were taken into confidence over swat offensive,1,5,Other,0
7076,approximately 2 trillions are invested into sri socially responsible investing ventures in the present day,3,11,"Entity-Destination(e1,e2)",7
7077,fish eggs are collected by opening the outlet of the spawning pond leading to the egg collection chamber,0,1,"Product-Producer(e2,e1)",4
7078,"canned vocally , caruso is worth a wilderness of wagner monkeys",7,10,"Member-Collection(e2,e1)",16
7079,"the cccb is an institution that organizes contemporary cultural events and exhibitions with regard to music , dance , debates and readings",9,15,Other,0
7080,"without doubt , this is one of the best books for artists available",9,11,"Instrument-Agency(e1,e2)",5
7081,the government was criticised in a radio debate,1,7,"Message-Topic(e2,e1)",2
7082,"in her emotional acceptance speech , berry shook off the happy heaves and dedicated her prize to a sorority of splendid sisters dorothy dandridge , lena horne , diahann carroll , jada pinkett , angela bassett , viveca fox and `` every nameless , faceless woman of color that now has a chance because this door tonight has been opened ''",18,21,"Member-Collection(e2,e1)",16
7083,we are being cautious as the flies emerged from the perforation after a period of three days last week,6,10,"Entity-Origin(e1,e2)",13
7084,he made allegations of corruption against the administration,2,4,"Message-Topic(e1,e2)",1
